/sentences,,,,,,,,
/sentence/@id,/sentence/#id,/sentence/aspectCategories/aspectCategory/@category,/sentence/aspectCategories/aspectCategory/@polarity,/sentence/aspectTerms/aspectTerm/@from,/sentence/aspectTerms/aspectTerm/@polarity,/sentence/aspectTerms/aspectTerm/@term,/sentence/aspectTerms/aspectTerm/@to,/sentence/text
3282,1580,food,negative,,,,,The grilled cheese at home afterwards was better.!!
3282,1580,,,4,positive,grilled cheese,18,The grilled cheese at home afterwards was better.!!
1883,1581,service,positive,,,,,We were pleasantly greeted.
2219,1582,ambience,negative,,,,,The red sliding doors may be unique but they do not block off the cold air from the outside.
2219,1582,,,16,conflict,doors,21,The red sliding doors may be unique but they do not block off the cold air from the outside.
666,1583,food,positive,,,,,"Great service, great food."
666,1583,service,positive,,,,,"Great service, great food."
666,1583,,,6,positive,service,13,"Great service, great food."
666,1583,,,21,positive,food,25,"Great service, great food."
1910,1584,price,negative,,,,,"The food is expensive, but worth every bite."
1910,1584,food,positive,,,,,"The food is expensive, but worth every bite."
1910,1584,,,4,conflict,food,8,"The food is expensive, but worth every bite."
1018,1585,food,conflict,,,,,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
1018,1585,service,negative,,,,,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
1018,1585,,,20,negative,food,24,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
1018,1585,,,33,negative,service,40,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
1018,1585,,,76,negative,service,83,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
1018,1585,,,63,positive,good,67,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
39,1586,service,negative,,,,,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.
39,1586,anecdotes/miscellaneous,negative,,,,,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.
39,1586,,,32,negative,waitress,40,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.
39,1586,,,85,neutral,check,90,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.
2247,1587,ambience,positive,,,,,In summer-eat outside on a terrace (another great feature of Suan)!!!
2247,1587,,,27,positive,terrace,34,In summer-eat outside on a terrace (another great feature of Suan)!!!
2458,1588,food,positive,,,,,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar..."
2458,1588,ambience,positive,,,,,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar..."
2458,1588,,,59,positive,design,65,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar..."
2458,1588,,,74,positive,drinks,80,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar..."
2458,1588,,,85,positive,food,89,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar..."
2458,1588,,,154,neutral,bar,157,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar..."
2689,1589,anecdotes/miscellaneous,neutral,,,,,"Recommendations, of course, are required!"
1959,1590,service,negative,,,,,We did have to wait at the bar for approx.
1959,1590,,,27,neutral,bar,30,We did have to wait at the bar for approx.
2282,1591,anecdotes/miscellaneous,neutral,,,,,You fellas above says its the best Taiwanese restaurant in town.
2943,1592,anecdotes/miscellaneous,positive,,,,,"Yeah, it's that good."
3228,1593,food,positive,,,,,"If you love seafood, you would love this place!"
3228,1593,,,12,positive,seafood,19,"If you love seafood, you would love this place!"
3228,1593,,,41,positive,place,46,"If you love seafood, you would love this place!"
1837,1594,service,positive,,,,,"Good, fast service."
1837,1594,,,11,positive,service,18,"Good, fast service."
2333,1595,food,positive,,,,,Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.
2333,1595,price,positive,,,,,Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.
1296,1596,price,negative,,,,,They charge different prices all the time.
1296,1596,,,22,negative,prices,28,They charge different prices all the time.
1842,1597,ambience,conflict,,,,,"To dine at Thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside."
2245,1598,anecdotes/miscellaneous,positive,,,,,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced."
2245,1598,service,negative,,,,,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced."
2245,1598,price,negative,,,,,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced."
2245,1598,,,71,negative,service,78,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced."
2028,1599,food,positive,,,,,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night."
2028,1599,anecdotes/miscellaneous,positive,,,,,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night."
2028,1599,,,37,positive,cheese,43,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night."
2028,1599,,,72,positive,menu,76,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night."
2810,1600,anecdotes/miscellaneous,positive,,,,,"I am so coming back here again, as much as I can."
3293,1601,anecdotes/miscellaneous,positive,,,,,I have been going back again and again.
1916,1602,ambience,positive,,,,,"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even."
1916,1602,,,43,positive,atmoshere,52,"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even."
343,1603,food,negative,,,,,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.
343,1603,,,82,negative,Japanese cuisin,97,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.
165,1604,food,neutral,,,,,"In terms of the food itself -- nothing special, we limited ourselves to several appetizers."
165,1604,,,16,neutral,food,20,"In terms of the food itself -- nothing special, we limited ourselves to several appetizers."
165,1604,,,80,neutral,appetizers,90,"In terms of the food itself -- nothing special, we limited ourselves to several appetizers."
2508,1605,ambience,positive,,,,,Love the Jazz bands on Fri and Sat.
2508,1605,,,9,positive,Jazz bands,19,Love the Jazz bands on Fri and Sat.
3659,1606,anecdotes/miscellaneous,positive,,,,,"Overall, excellent restaurant!"
3114,1607,service,conflict,,,,,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready."
3114,1607,,,81,positive,hostess,88,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready."
3114,1607,,,45,negative,wait,49,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready."
3114,1607,,,135,positive,table,140,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready."
492,1608,service,positive,,,,,The servers give you some sample slices of your order while you wait (shortly I might add).
492,1608,,,4,positive,servers,11,The servers give you some sample slices of your order while you wait (shortly I might add).
1886,1609,service,neutral,,,,,The service was ok.
1886,1609,,,4,neutral,service,11,The service was ok.
3512,1610,service,negative,,,,,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude."
3512,1610,anecdotes/miscellaneous,negative,,,,,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude."
3512,1610,,,31,neutral,dish,35,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude."
538,1611,anecdotes/miscellaneous,positive,,,,,I ate here for the first time and absolutely loved it!
3156,1612,ambience,negative,,,,,"Don't expect to sit down inside though, there are only a few tables and they are always full."
3156,1612,,,61,negative,tables,67,"Don't expect to sit down inside though, there are only a few tables and they are always full."
1947,1613,food,positive,,,,,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!"
1947,1613,service,positive,,,,,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!"
1947,1613,ambience,positive,,,,,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!"
1947,1613,,,4,positive,staff,9,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!"
1947,1613,,,31,positive,ambiance,39,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!"
1947,1613,,,77,positive,food,81,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!"
1929,1614,food,positive,,,,,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
1929,1614,service,positive,,,,,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
1929,1614,,,4,positive,food,8,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
1929,1614,,,32,positive,halibut special,47,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
1929,1614,,,64,positive,steak,69,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
1929,1614,,,80,positive,service,87,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
740,1615,service,negative,,,,,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.
740,1615,,,4,negative,manager,11,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.
740,1615,,,72,neutral,bill,76,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.
2736,1616,anecdotes/miscellaneous,positive,,,,,This is by far my favorite place in the neighborhood.
669,1617,anecdotes/miscellaneous,negative,,,,,But too far east!
677,1618,anecdotes/miscellaneous,positive,,,,,Satisfying.
2551,1619,anecdotes/miscellaneous,positive,,,,,Highly Highly Highly recommended!
2797,1620,food,positive,,,,,it's the only place you can get yummy authentic japanese comfort food.
2797,1620,,,48,positive,japanese comfort food,69,it's the only place you can get yummy authentic japanese comfort food.
409,1621,price,positive,,,,,We took advanatage of the half price sushi deal on saturday so it was well worth it.
409,1621,,,26,positive,half price sushi deal,47,We took advanatage of the half price sushi deal on saturday so it was well worth it.
3442,1622,service,positive,,,,,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.
3442,1622,,,106,neutral,reservation,117,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.
3442,1622,,,50,positive,seated,56,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.
2878,1623,ambience,positive,,,,,"This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris."
158,1624,anecdotes/miscellaneous,neutral,,,,,We were fast to order the appetizer platter since we were very hungry.
158,1624,,,26,neutral,appetizer platter,43,We were fast to order the appetizer platter since we were very hungry.
3186,1625,service,positive,,,,,"The staff are attentive, and have smiles on their faces."
3186,1625,,,4,positive,staff,9,"The staff are attentive, and have smiles on their faces."
654,1626,food,positive,,,,,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.
52,1627,ambience,positive,,,,,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown."
52,1627,,,3,positive,dress codes,14,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown."
52,1627,,,19,positive,attitudes,28,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown."
52,1627,,,71,positive,place,76,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown."
2125,1628,food,positive,,,,,"Largest and freshest pieces of sushi, and delicious!"
2125,1628,,,21,positive,pieces of sushi,36,"Largest and freshest pieces of sushi, and delicious!"
3371,1629,food,positive,,,,,Even the pasta is delicious here (a rarity in New York pizza restaurants).
3371,1629,,,9,positive,pasta,14,Even the pasta is delicious here (a rarity in New York pizza restaurants).
2115,1630,food,negative,,,,,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section."
2115,1630,,,26,negative,menu,30,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section."
2115,1630,,,82,neutral,dumplings,91,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section."
2115,1630,,,99,negative,appetizer,108,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section."
1546,1631,anecdotes/miscellaneous,conflict,,,,,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful."
1546,1631,service,negative,,,,,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful."
1546,1631,food,conflict,,,,,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful."
1546,1631,,,79,conflict,jewish deli food,95,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful."
753,1632,service,positive,,,,,After my 3rd time the manager remembered me and treated me like an usual customer.
753,1632,,,22,positive,manager,29,After my 3rd time the manager remembered me and treated me like an usual customer.
2560,1633,anecdotes/miscellaneous,positive,,,,,This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.
3165,1634,anecdotes/miscellaneous,negative,,,,,now if they could only get a toaster.
3165,1634,,,29,negative,toaster,36,now if they could only get a toaster.
2601,1635,anecdotes/miscellaneous,positive,,,,,You will find yourself returning quite often.
3505,1636,service,positive,,,,,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers."
3505,1636,food,positive,,,,,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers."
3505,1636,,,31,positive,Neapolitan pizza,47,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers."
3505,1636,,,89,positive,zucchini blossoms,106,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers."
1747,1637,food,positive,,,,,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
1747,1637,service,negative,,,,,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
1747,1637,,,0,negative,Wait staff,10,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
1747,1637,,,74,positive,pie,77,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
1481,1638,food,positive,,,,,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's."
1481,1638,,,4,positive,ingredients,15,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's."
1481,1638,,,35,positive,crust,40,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's."
1481,1638,,,70,positive,slice,75,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's."
1767,1639,food,positive,,,,,Fish is so very fresh.
1767,1639,,,0,positive,Fish,4,Fish is so very fresh.
634,1640,price,positive,,,,,The prices were CHEAP compared to the quality of service and food.
634,1640,service,positive,,,,,The prices were CHEAP compared to the quality of service and food.
634,1640,food,positive,,,,,The prices were CHEAP compared to the quality of service and food.
634,1640,,,4,positive,prices,10,The prices were CHEAP compared to the quality of service and food.
634,1640,,,49,positive,service,56,The prices were CHEAP compared to the quality of service and food.
634,1640,,,61,positive,food,65,The prices were CHEAP compared to the quality of service and food.
3058,1641,anecdotes/miscellaneous,negative,,,,,Go only if you are already in the neighborhood and don't want to bother going farther for a better place.
968,1642,food,positive,,,,,"Top spot in town for Vietnamese classics, better than places that cost a lot more."
968,1642,price,positive,,,,,"Top spot in town for Vietnamese classics, better than places that cost a lot more."
968,1642,,,21,positive,Vietnamese classics,40,"Top spot in town for Vietnamese classics, better than places that cost a lot more."
2300,1643,service,positive,,,,,less wait time for me!
2300,1643,,,5,positive,wait time,14,less wait time for me!
2136,1644,food,positive,,,,,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater."
2136,1644,ambience,positive,,,,,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater."
1039,1645,ambience,negative,,,,,"The decor is really blah, and not at all hip or happening."
1039,1645,,,4,negative,decor,9,"The decor is really blah, and not at all hip or happening."
3138,1646,anecdotes/miscellaneous,neutral,,,,,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in."
3138,1646,ambience,positive,,,,,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in."
3138,1646,,,103,positive,fish tanks,113,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in."
2722,1647,anecdotes/miscellaneous,positive,,,,,You cannot go wrong at the Red Eye Grill.
1547,1648,anecdotes/miscellaneous,negative,,,,,It appears to be the owner's first venture and it shows.
1547,1648,,,21,negative,owner,26,It appears to be the owner's first venture and it shows.
2597,1649,food,positive,,,,,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
2597,1649,,,80,positive,pizza,85,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
1740,1650,anecdotes/miscellaneous,neutral,,,,,I go twice a month!
715,1651,food,negative,,,,,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
715,1651,,,16,negative,beef,20,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
715,1651,,,25,negative,noodle soup dishes,43,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
715,1651,,,73,negative,menu,77,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
2160,1652,food,positive,,,,,They have a huge selection of different cream cheeses and all of their salads are great.
2160,1652,,,40,positive,cream cheeses,53,They have a huge selection of different cream cheeses and all of their salads are great.
2160,1652,,,71,positive,salads,77,They have a huge selection of different cream cheeses and all of their salads are great.
3437,1653,food,positive,,,,,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
3437,1653,,,4,positive,lobster sandwich,20,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
3437,1653,,,37,positive,spaghetti with Scallops and Shrimp,71,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
939,1654,food,positive,,,,,The food was authentic.
939,1654,,,4,positive,food,8,The food was authentic.
3140,1655,food,positive,,,,,The dim sum is delectable while the prices are quite easy on the wallet.
3140,1655,price,positive,,,,,The dim sum is delectable while the prices are quite easy on the wallet.
3140,1655,,,4,positive,dim sum,11,The dim sum is delectable while the prices are quite easy on the wallet.
3140,1655,,,36,positive,prices,42,The dim sum is delectable while the prices are quite easy on the wallet.
1714,1656,food,positive,,,,,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at."
1714,1656,,,30,positive,spinach ravioli in a light oil and garlic sauce,77,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at."
1714,1656,,,22,positive,dish,26,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at."
1714,1656,,,157,neutral,dishes,163,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at."
337,1657,anecdotes/miscellaneous,negative,,,,,The worst excuse for Japanese food I've ever encountered.
337,1657,,,21,negative,Japanese food,34,The worst excuse for Japanese food I've ever encountered.
2027,1658,anecdotes/miscellaneous,negative,,,,,A million better places to go in the city.
595,1659,anecdotes/miscellaneous,conflict,,,,,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype."
256,1660,food,negative,,,,,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
764,1661,food,negative,,,,,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.
764,1661,,,12,negative,Chicken Teriyaki dish,33,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.
764,1661,,,53,negative,chicken,60,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.
1375,1662,anecdotes/miscellaneous,positive,,,,,I love it.
613,1663,anecdotes/miscellaneous,positive,,,,,If you want something really different than try Jekyll and Hyde.
1329,1664,service,negative,,,,,"We had reservations at 9pm, but was not seated until 10:15pm."
1329,1664,anecdotes/miscellaneous,negative,,,,,"We had reservations at 9pm, but was not seated until 10:15pm."
1329,1664,,,7,negative,reservations,19,"We had reservations at 9pm, but was not seated until 10:15pm."
3198,1665,food,positive,,,,,We had Pam's special fried fish and it was amazing.
3198,1665,,,7,positive,Pam's special fried fish,31,We had Pam's special fried fish and it was amazing.
623,1666,anecdotes/miscellaneous,neutral,,,,,Its located in greenewich village.
3325,1667,service,negative,,,,,There is no excuse for such lousy service!
3325,1667,,,34,negative,service,41,There is no excuse for such lousy service!
294,1668,anecdotes/miscellaneous,negative,,,,,Three strikes and this restaurant is out.
3375,1669,anecdotes/miscellaneous,neutral,,,,,We bring in a party of ten or so every week.
3304,1670,food,positive,,,,,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
3304,1670,,,21,positive,New England Chowder,40,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
3304,1670,,,92,positive,Lobster Bisque,106,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
3608,1671,food,conflict,,,,,"So, a little inconsistency there but either way, both pizzas were really good."
3608,1671,,,54,positive,pizzas,60,"So, a little inconsistency there but either way, both pizzas were really good."
3203,1672,food,positive,,,,,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious."
3203,1672,price,negative,,,,,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious."
3203,1672,,,56,neutral,sushi,61,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious."
3640,1673,anecdotes/miscellaneous,positive,,,,,We would return to this place again!
3499,1674,food,negative,,,,,Not enough wines by the glass either.
3499,1674,,,11,negative,wines by the glass,29,Not enough wines by the glass either.
694,1675,food,positive,,,,,I had the duck breast special on my last visit and it was incredible.
694,1675,,,10,positive,duck breast special,29,I had the duck breast special on my last visit and it was incredible.
831,1676,price,negative,,,,,I must say it's a little pricey for the food because it was not as spectacular as the view.
831,1676,,,40,negative,food,44,I must say it's a little pricey for the food because it was not as spectacular as the view.
271,1677,food,positive,,,,,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
271,1677,,,20,positive,french indian fusion,40,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
271,1677,,,66,positive,dishes,72,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
2677,1678,ambience,negative,,,,,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
2677,1678,,,20,negative,seat,24,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
2677,1678,,,37,neutral,bar,40,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
844,1679,food,positive,,,,,No gimmicks here -- the food speaks for itself in its freshness and preparation.
844,1679,,,24,positive,food,28,No gimmicks here -- the food speaks for itself in its freshness and preparation.
551,1680,anecdotes/miscellaneous,positive,,,,,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
551,1680,service,positive,,,,,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
551,1680,,,86,positive,wait,90,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
3709,1681,food,positive,,,,,My wife had the fried shrimp which are huge and loved it.
3709,1681,,,16,positive,fried shrimp,28,My wife had the fried shrimp which are huge and loved it.
386,1682,food,positive,,,,,"Everything I had was good, and I'm a eater."
1704,1683,food,negative,,,,,One should not go to Lucky Strike for the food.
1704,1683,,,42,negative,food,46,One should not go to Lucky Strike for the food.
1196,1684,service,negative,,,,,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
1196,1684,,,4,negative,service,11,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
1196,1684,,,112,negative,table,117,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
3689,1685,food,neutral,,,,,We could only get through an appetizer and cheese fondue.
3689,1685,anecdotes/miscellaneous,neutral,,,,,We could only get through an appetizer and cheese fondue.
3689,1685,,,29,neutral,appetizer,38,We could only get through an appetizer and cheese fondue.
3689,1685,,,43,neutral,cheese fondue,56,We could only get through an appetizer and cheese fondue.
1379,1686,ambience,positive,,,,,"To me it exemplifies Soho, cute, artsy, interesting."
2142,1687,food,positive,,,,,"Try everything for that matter, it is all good."
3472,1688,service,negative,,,,,Both times we waited well over a half hour for a table (even though we had reservations).
3472,1688,,,49,negative,table,54,Both times we waited well over a half hour for a table (even though we had reservations).
3472,1688,,,75,negative,reservations,87,Both times we waited well over a half hour for a table (even though we had reservations).
2372,1689,anecdotes/miscellaneous,positive,,,,,happy to be a regular at this place and would warmly recommend it to anyone.
3561,1690,anecdotes/miscellaneous,positive,,,,,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.
3561,1690,anecdotes/miscellaneous,positive,,,,,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.
16,1691,service,positive,,,,,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
16,1691,,,83,positive,manager,90,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
16,1691,,,16,neutral,reservation,27,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
16,1691,,,51,neutral,bar,54,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
16,1691,,,116,positive,wait,120,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
2253,1692,food,positive,,,,,Try the green curry!!!
2253,1692,,,8,positive,green curry,19,Try the green curry!!!
3425,1693,food,positive,,,,,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
3425,1693,,,11,positive,scallops,19,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
3425,1693,,,26,positive,appetizer,35,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
3425,1693,,,68,positive,sauce,73,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
2698,1694,service,positive,,,,,We were also seated promptly at the time of our reservation and the service was very quick and professional.
2698,1694,,,68,positive,service,75,We were also seated promptly at the time of our reservation and the service was very quick and professional.
2698,1694,,,48,positive,reservation,59,We were also seated promptly at the time of our reservation and the service was very quick and professional.
2496,1695,food,positive,,,,,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
2496,1695,service,positive,,,,,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
2496,1695,,,30,positive,seat,34,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
2496,1695,,,43,positive,"currys (masaman, green, red)",71,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
2496,1695,,,84,positive,flavor,90,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
124,1696,food,positive,,,,,The food there are sastifying.
124,1696,,,4,positive,food,8,The food there are sastifying.
2600,1697,anecdotes/miscellaneous,positive,,,,,I highly recommend to anyone to give this place a try.
630,1698,anecdotes/miscellaneous,positive,,,,,I highly recommend visiting this restaurant and having dinner and drinks!
630,1698,food,positive,,,,,I highly recommend visiting this restaurant and having dinner and drinks!
630,1698,,,55,positive,dinner,61,I highly recommend visiting this restaurant and having dinner and drinks!
