/sentences,,,,,,,,
/sentence/@id,/sentence/#id,/sentence/aspectCategories/aspectCategory/@category,/sentence/aspectCategories/aspectCategory/@polarity,/sentence/aspectTerms/aspectTerm/@from,/sentence/aspectTerms/aspectTerm/@polarity,/sentence/aspectTerms/aspectTerm/@term,/sentence/aspectTerms/aspectTerm/@to,/sentence/text
2715,1720,,,23,positive,fish,27,"The steak is good, the fish is good and the sushi was surprisingly great."
2715,1720,,,44,positive,sushi,49,"The steak is good, the fish is good and the sushi was surprisingly great."
760,1721,anecdotes/miscellaneous,neutral,,,,,"For asian fusion, there are many places further downtown."
120,1722,anecdotes/miscellaneous,neutral,,,,,Old school meets New world.
2295,1723,anecdotes/miscellaneous,positive,,,,,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.
2295,1723,,,61,positive,pizza,66,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.
3513,1724,service,negative,,,,,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
3513,1724,ambience,negative,,,,,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
3513,1724,,,4,negative,service,11,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
3513,1724,,,45,negative,staff,50,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
2880,1725,anecdotes/miscellaneous,positive,,,,,This is probably one of my new favorite places.
2034,1726,anecdotes/miscellaneous,negative,,,,,"For being number 1, this place has alot of work to do in order to truly earn its so called reputation."
3299,1727,anecdotes/miscellaneous,neutral,,,,,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants."
3299,1727,ambience,neutral,,,,,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants."
1208,1728,anecdotes/miscellaneous,neutral,,,,,The one on the east side is much better than the one on the west side.
2148,1729,service,positive,,,,,They all know you.
2192,1730,food,positive,,,,,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
2192,1730,ambience,positive,,,,,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
2192,1730,,,63,positive,cocktails,72,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
2192,1730,,,84,positive,decor,89,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
2192,1730,,,106,positive,sushi,111,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
2020,1731,food,positive,,,,,We ended the dinner with a surprisingly light and flaky apple tarte tatin.
2020,1731,,,56,positive,apple tarte tatin,73,We ended the dinner with a surprisingly light and flaky apple tarte tatin.
2020,1731,,,13,neutral,dinner,19,We ended the dinner with a surprisingly light and flaky apple tarte tatin.
915,1732,food,positive,,,,,The buffet had a nice selection.
915,1732,,,4,positive,buffet,10,The buffet had a nice selection.
915,1732,,,22,positive,selection,31,The buffet had a nice selection.
1768,1733,service,positive,,,,,Waitstaff are very friendly.
1768,1733,,,0,positive,Waitstaff,9,Waitstaff are very friendly.
302,1734,anecdotes/miscellaneous,positive,,,,,This restaurant is such a great place.
3052,1735,ambience,neutral,,,,,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro."
2956,1736,anecdotes/miscellaneous,positive,,,,,I've been several times and am totally smitten.
569,1737,anecdotes/miscellaneous,negative,,,,,Terrible experience.
658,1738,anecdotes/miscellaneous,positive,,,,,I love the place.
1664,1739,service,negative,,,,,Service was slow had to wait to order and get food although not crowded.
1664,1739,,,0,negative,Service,7,Service was slow had to wait to order and get food although not crowded.
1664,1739,,,46,neutral,food,50,Service was slow had to wait to order and get food although not crowded.
3690,1740,anecdotes/miscellaneous,neutral,,,,,Will have to return to try the chocolate!
3690,1740,,,31,positive,chocolate,40,Will have to return to try the chocolate!
1274,1741,price,positive,,,,,"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms."
481,1742,ambience,neutral,,,,,There is a real gallery of stars that have visited.
2827,1743,food,negative,,,,,"The food was below average, the service was pathetic, there was no ambience at all."
2827,1743,service,negative,,,,,"The food was below average, the service was pathetic, there was no ambience at all."
2827,1743,ambience,negative,,,,,"The food was below average, the service was pathetic, there was no ambience at all."
2827,1743,,,4,negative,food,8,"The food was below average, the service was pathetic, there was no ambience at all."
2827,1743,,,32,negative,service,39,"The food was below average, the service was pathetic, there was no ambience at all."
2827,1743,,,67,negative,ambience,75,"The food was below average, the service was pathetic, there was no ambience at all."
1585,1744,ambience,positive,,,,,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.
1585,1744,,,21,positive,SHOWS,26,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.
1585,1744,,,41,positive,ACTORS,47,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.
2163,1745,anecdotes/miscellaneous,neutral,,,,,Our first time in New York and we had to try a New York Bagel.
2163,1745,,,47,neutral,New York Bagel,61,Our first time in New York and we had to try a New York Bagel.
3443,1746,service,positive,,,,,service was efficient courteous.
3443,1746,,,0,positive,service,7,service was efficient courteous.
2108,1747,anecdotes/miscellaneous,negative,,,,,this one is definintely my least favorite.
3452,1748,anecdotes/miscellaneous,neutral,,,,,I have been urged by friends for months to check out the mermaid inn.
412,1749,food,negative,,,,,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.
412,1749,,,4,negative,miso soup,13,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.
412,1749,,,36,negative,fish,40,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.
412,1749,,,21,negative,flavor,27,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.
3675,1750,anecdotes/miscellaneous,positive,,,,,"Everytime my husband and I go there, we are never disappointed."
2154,1751,food,positive,,,,,They are the best bagels I've had.
2154,1751,,,18,positive,bagels,24,They are the best bagels I've had.
223,1752,anecdotes/miscellaneous,positive,,,,,We were not disappointed.
1667,1753,anecdotes/miscellaneous,neutral,,,,,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.
1667,1753,,,105,neutral,ambience,113,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.
1667,1753,,,119,neutral,food,123,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.
426,1754,ambience,positive,,,,,"Toons has recently been redone, so it's now a very attractive space."
426,1754,,,62,positive,space,67,"Toons has recently been redone, so it's now a very attractive space."
1964,1755,food,neutral,,,,,"$160 for 2 filets, 2 sides, an appetizer and drinks."
1964,1755,price,neutral,,,,,"$160 for 2 filets, 2 sides, an appetizer and drinks."
1964,1755,,,11,neutral,filets,17,"$160 for 2 filets, 2 sides, an appetizer and drinks."
1964,1755,,,21,neutral,sides,26,"$160 for 2 filets, 2 sides, an appetizer and drinks."
1964,1755,,,31,neutral,appetizer,40,"$160 for 2 filets, 2 sides, an appetizer and drinks."
1964,1755,,,45,neutral,drinks,51,"$160 for 2 filets, 2 sides, an appetizer and drinks."
3380,1756,price,positive,,,,,"While the prices are nothing special, the portions are huge."
3380,1756,food,positive,,,,,"While the prices are nothing special, the portions are huge."
3380,1756,,,10,neutral,prices,16,"While the prices are nothing special, the portions are huge."
3380,1756,,,42,positive,portions,50,"While the prices are nothing special, the portions are huge."
3185,1757,ambience,positive,,,,,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
3185,1757,food,positive,,,,,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
3185,1757,,,17,positive,location,25,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
3185,1757,,,43,positive,meal,47,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
2651,1758,anecdotes/miscellaneous,negative,,,,,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!"
2651,1758,,,15,neutral,dinner,21,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!"
718,1759,ambience,positive,,,,,"However, I think this place is a good hang out spot."
718,1759,,,47,positive,spot,51,"However, I think this place is a good hang out spot."
2848,1760,price,negative,,,,,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
2848,1760,food,positive,,,,,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
2848,1760,,,4,negative,menu,8,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
2848,1760,,,102,positive,food,106,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
2848,1760,,,12,neutral,Prix Fixe,21,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
596,1761,anecdotes/miscellaneous,neutral,,,,,"Rao is a good restaurant, but it's nothing special."
523,1762,food,positive,,,,,The wine list is extensive and impressive.
523,1762,,,4,positive,wine list,13,The wine list is extensive and impressive.
1497,1763,service,positive,,,,,We had the most wonderful waitress.
1497,1763,,,26,positive,waitress,34,We had the most wonderful waitress.
2861,1764,service,conflict,,,,,"While the staff at this little bistro is very friendly, I have never experienced more incompetency."
2861,1764,,,10,positive,staff,15,"While the staff at this little bistro is very friendly, I have never experienced more incompetency."
2697,1765,food,positive,,,,,The quail was fantastic and unique and the pastas were full of flavor.
2697,1765,,,4,positive,quail,9,The quail was fantastic and unique and the pastas were full of flavor.
2697,1765,,,43,positive,pastas,49,The quail was fantastic and unique and the pastas were full of flavor.
2697,1765,,,63,positive,flavor,69,The quail was fantastic and unique and the pastas were full of flavor.
876,1766,anecdotes/miscellaneous,neutral,,,,,"When we left at 8:00 PM, it was packed and noisy."
876,1766,ambience,negative,,,,,"When we left at 8:00 PM, it was packed and noisy."
248,1767,anecdotes/miscellaneous,neutral,,,,,"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown."
1116,1768,food,positive,,,,,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
1116,1768,,,4,positive,zucchini,12,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
1116,1768,,,17,positive,mashed potatoes,32,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
1116,1768,,,48,positive,garlic,54,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
1116,1768,,,59,positive,butter,65,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
3001,1769,service,positive,,,,,The staff is courteous and friendly.
3001,1769,,,4,positive,staff,9,The staff is courteous and friendly.
1058,1770,anecdotes/miscellaneous,positive,,,,,Never fails to please.
2067,1771,service,positive,,,,,Decor is nice though service can be spotty.
2067,1771,ambience,positive,,,,,Decor is nice though service can be spotty.
2067,1771,,,0,positive,Decor,5,Decor is nice though service can be spotty.
2067,1771,,,21,negative,service,28,Decor is nice though service can be spotty.
2491,1772,food,positive,,,,,"Aside from the rushed service, we were very impressed with the food and the drinks."
2491,1772,service,negative,,,,,"Aside from the rushed service, we were very impressed with the food and the drinks."
2491,1772,,,22,negative,service,29,"Aside from the rushed service, we were very impressed with the food and the drinks."
2491,1772,,,63,positive,food,67,"Aside from the rushed service, we were very impressed with the food and the drinks."
2491,1772,,,76,positive,drinks,82,"Aside from the rushed service, we were very impressed with the food and the drinks."
2703,1773,anecdotes/miscellaneous,positive,,,,,Will absolutely visit again.
1045,1774,food,positive,,,,,Make sure you have the Spicy Scallop roll.. .
1045,1774,,,23,positive,Spicy Scallop roll,41,Make sure you have the Spicy Scallop roll.. .
2895,1775,anecdotes/miscellaneous,positive,,,,,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
2895,1775,price,positive,,,,,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
2895,1775,food,positive,,,,,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
2895,1775,,,72,positive,Indian dining experience,96,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
59,1776,ambience,conflict,,,,,And even with it's Pub atmosphere they were great to my kids too!
59,1776,,,19,conflict,Pub atmosphere,33,And even with it's Pub atmosphere they were great to my kids too!
1650,1777,price,positive,,,,,This big draw is the all you can sushi here for $19.95!
1650,1777,,,33,positive,sushi,38,This big draw is the all you can sushi here for $19.95!
1432,1778,anecdotes/miscellaneous,positive,,,,,I consider the best Grand Sichuan restaurant in NYC.
1527,1779,anecdotes/miscellaneous,positive,,,,,we spent 50 $$ definetly will come back with my friends!!!
1527,1779,price,positive,,,,,we spent 50 $$ definetly will come back with my friends!!!
1926,1780,anecdotes/miscellaneous,neutral,,,,,Went to Village last night for my birthday.
1835,1781,service,negative,,,,,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order."
1835,1781,,,12,negative,workers,19,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order."
1835,1781,,,96,negative,order,101,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order."
208,1782,food,positive,,,,,The specials are usually quite good too.
208,1782,,,4,positive,specials,12,The specials are usually quite good too.
1023,1783,food,positive,,,,,They've the best desserts and mixed drinks as well as snack foods.
1023,1783,,,17,positive,desserts,25,They've the best desserts and mixed drinks as well as snack foods.
1023,1783,,,30,positive,mixed drinks,42,They've the best desserts and mixed drinks as well as snack foods.
1023,1783,,,54,positive,snack foods,65,They've the best desserts and mixed drinks as well as snack foods.
85,1784,food,positive,,,,,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.
85,1784,,,8,positive,chocolate mud cake (warmed),35,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.
85,1784,,,53,positive,dulce de leche gelato,74,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.
2388,1785,anecdotes/miscellaneous,conflict,,,,,That's good and bad.
609,1786,ambience,positive,,,,,Really cool stauff inside.
609,1786,,,12,positive,stauff,18,Really cool stauff inside.
3417,1787,anecdotes/miscellaneous,neutral,,,,,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
3417,1787,ambience,positive,,,,,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
3417,1787,food,negative,,,,,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
3417,1787,,,57,positive,classical furniture,76,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
3417,1787,,,113,negative,menu,117,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
602,1788,food,positive,,,,,The best burger I have had in the Village.
602,1788,,,9,positive,burger,15,The best burger I have had in the Village.
909,1789,anecdotes/miscellaneous,neutral,,,,,We visited Orsay during NY Restaurant Week and tried their $35 menu.
909,1789,,,63,neutral,menu,67,We visited Orsay during NY Restaurant Week and tried their $35 menu.
488,1790,food,positive,,,,,I would have gotten some cole slaw and a knish if my stomach had more space.
488,1790,,,25,neutral,cole slaw,34,I would have gotten some cole slaw and a knish if my stomach had more space.
488,1790,,,41,neutral,knish,46,I would have gotten some cole slaw and a knish if my stomach had more space.
804,1791,anecdotes/miscellaneous,conflict,,,,,"came here for restaurant week, didn't save much, but it was still great."
804,1791,price,conflict,,,,,"came here for restaurant week, didn't save much, but it was still great."
1153,1792,anecdotes/miscellaneous,negative,,,,,Would NEVER go back there.
769,1793,anecdotes/miscellaneous,neutral,,,,,Three of us arrived for dinner about 5:30 on a week night without reservations.
769,1793,,,24,neutral,dinner,30,Three of us arrived for dinner about 5:30 on a week night without reservations.
769,1793,,,66,neutral,reservations,78,Three of us arrived for dinner about 5:30 on a week night without reservations.
3026,1794,food,positive,,,,,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
3026,1794,service,positive,,,,,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
3026,1794,ambience,positive,,,,,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
3026,1794,,,4,positive,blond wood decor,20,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
3026,1794,,,51,positive,sake,55,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
3026,1794,,,77,positive,service,84,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
661,1795,anecdotes/miscellaneous,conflict,,,,,There is usually a wait but it is well worth it.
661,1795,,,19,conflict,wait,23,There is usually a wait but it is well worth it.
1437,1796,anecdotes/miscellaneous,neutral,,,,,"Be careful, when they say spicy, they mean it!"
2532,1797,anecdotes/miscellaneous,negative,,,,,Your money could easily be better spent elsewhere (Anywhere).
2532,1797,,,5,neutral,money,10,Your money could easily be better spent elsewhere (Anywhere).
1062,1798,service,negative,,,,,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
1062,1798,,,38,negative,bagel,43,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
1062,1798,,,65,negative,eggs,69,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
1062,1798,,,78,negative,bagel,83,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
552,1799,food,positive,,,,,As always we had a great glass of wine while we waited.
552,1799,,,25,positive,glass of wine,38,As always we had a great glass of wine while we waited.
1953,1800,anecdotes/miscellaneous,neutral,,,,,Bring your appetites.
1722,1801,service,positive,,,,,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way)."
1722,1801,,,4,positive,wait staff,14,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way)."
1218,1802,ambience,negative,,,,,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?"
1218,1802,,,15,negative,atmosphere,25,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?"
1218,1802,,,76,neutral,bagel,81,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?"
509,1803,service,positive,,,,,Service was very good and warm.
509,1803,,,0,positive,Service,7,Service was very good and warm.
2318,1804,food,neutral,,,,,For dinner I had the chicken tikka-masala and some garlic naan.
2318,1804,,,21,neutral,chicken tikka-masala,41,For dinner I had the chicken tikka-masala and some garlic naan.
2318,1804,,,51,neutral,garlic naan,62,For dinner I had the chicken tikka-masala and some garlic naan.
2318,1804,,,4,neutral,dinner,10,For dinner I had the chicken tikka-masala and some garlic naan.
2676,1805,ambience,positive,,,,,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.
2676,1805,,,149,positive,dinner,155,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.
2676,1805,,,126,positive,setting,133,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.
1965,1806,ambience,negative,,,,,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait."
1965,1806,service,negative,,,,,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait."
597,1807,anecdotes/miscellaneous,positive,,,,,"Seriously, this place kicks ass."
3317,1808,food,positive,,,,,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
3317,1808,ambience,positive,,,,,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
3317,1808,,,0,positive,Food,4,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
3317,1808,,,22,positive,view,26,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
1745,1809,food,negative,,,,,"Also, because it is so thin, it gets cold very quickly and its not that filling."
3527,1810,food,negative,,,,,The food is nothing like its menu description.
3527,1810,,,4,negative,food,8,The food is nothing like its menu description.
3527,1810,,,29,negative,menu description,45,The food is nothing like its menu description.
1387,1811,food,positive,,,,,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.
1387,1811,,,8,positive,Pad Se-Ew,17,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.
1387,1811,,,21,positive,Chicken with Cashew Nuts,45,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.
3629,1812,food,neutral,,,,,It's just O.K. pizza.
3629,1812,,,15,neutral,pizza,20,It's just O.K. pizza.
2168,1813,anecdotes/miscellaneous,positive,,,,,I loved it and would HIGHLY RECOMMEND.
3023,1814,anecdotes/miscellaneous,neutral,,,,,I've been here twice now.
594,1815,food,neutral,,,,,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
594,1815,ambience,conflict,,,,,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
594,1815,,,4,neutral,food,8,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
594,1815,,,36,conflict,ambience,44,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
1587,1816,anecdotes/miscellaneous,positive,,,,,THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.
2620,1817,service,conflict,,,,,"The service was a bit slow, but they were very friendly."
2620,1817,,,4,negative,service,11,"The service was a bit slow, but they were very friendly."
3106,1818,anecdotes/miscellaneous,negative,,,,,"However, I do not understand the extraordinary hype about this restaurant."
262,1819,ambience,positive,,,,,It's a small cute restaurant.
606,1820,anecdotes/miscellaneous,positive,,,,,I will be returning.
2871,1821,food,positive,,,,,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
2871,1821,ambience,positive,,,,,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
2871,1821,,,95,positive,specials,103,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
2871,1821,,,123,positive,atmosphere,133,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
2871,1821,,,70,positive,French bistro fare,88,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
46,1822,food,positive,,,,,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.
46,1822,,,4,positive,food,8,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.
656,1823,food,positive,,,,,Thius is a must for anyone who loves Shabu-Shabu.
656,1823,,,37,positive,Shabu-Shabu,48,Thius is a must for anyone who loves Shabu-Shabu.
1301,1824,food,negative,,,,,The food was absolutely horrible!
1301,1824,,,4,negative,food,8,The food was absolutely horrible!
1559,1825,food,conflict,,,,,Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.
1559,1825,,,0,conflict,Food,4,Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.
3648,1826,ambience,negative,,,,,Restaurant was dirty and unkempt.
3705,1827,anecdotes/miscellaneous,positive,,,,,Nice place though.
1051,1828,anecdotes/miscellaneous,positive,,,,,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!
3539,1829,anecdotes/miscellaneous,neutral,,,,,"Similar to other Indian restaurants, they use the dinner special to attract customers at the door."
3539,1829,,,50,neutral,dinner special,64,"Similar to other Indian restaurants, they use the dinner special to attract customers at the door."
1648,1830,ambience,conflict,,,,,It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!
3134,1831,anecdotes/miscellaneous,neutral,,,,,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
3134,1831,service,negative,,,,,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
3134,1831,food,positive,,,,,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
3134,1831,,,124,positive,food,128,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
3134,1831,,,4,negative,people with carts of food,29,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
2643,1832,food,positive,,,,,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed."
2643,1832,,,4,positive,crackling calamari salad,28,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed."
1655,1833,food,neutral,,,,,"Not the greatest sushi place, but excellent for a $19.95 all you can eat."
1655,1833,price,positive,,,,,"Not the greatest sushi place, but excellent for a $19.95 all you can eat."
1655,1833,,,17,negative,sushi place,28,"Not the greatest sushi place, but excellent for a $19.95 all you can eat."
1935,1834,anecdotes/miscellaneous,positive,,,,,"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20."
1935,1834,,,27,neutral,group dinner,39,"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20."
1254,1835,food,positive,,,,,The Thai ice tea was amazingly smooth and yummy!
1254,1835,,,4,positive,Thai ice tea,16,The Thai ice tea was amazingly smooth and yummy!
3021,1836,service,positive,,,,,We've never had any problems with the staff but maybe we've been lucky?
3021,1836,,,38,positive,staff,43,We've never had any problems with the staff but maybe we've been lucky?
1665,1837,price,negative,,,,,Drinks way over priced.
1665,1837,,,0,negative,Drinks,6,Drinks way over priced.
1665,1837,,,16,negative,priced,22,Drinks way over priced.
2432,1838,service,negative,,,,,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.
2432,1838,,,98,negative,noise level,109,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.
2432,1838,,,48,negative,guy,51,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.
2230,1839,food,negative,,,,,What I didn't like was how the food came right after it was ordered.
2230,1839,,,31,negative,food,35,What I didn't like was how the food came right after it was ordered.
2381,1840,anecdotes/miscellaneous,negative,,,,,"But WARNING: to all those that use this site be weary, be very weary of recommendations."
574,1841,price,neutral,,,,,Moderate prices.
574,1841,,,9,neutral,prices,15,Moderate prices.
625,1842,anecdotes/miscellaneous,positive,,,,,We had a great time at the Jekyll and hyde Pub last night.
1484,1843,anecdotes/miscellaneous,positive,,,,,Try it side by side and there's no comparison.
3229,1844,food,positive,,,,,I think I've had some the best meals of my life at minnow.
3229,1844,,,31,positive,meals,36,I think I've had some the best meals of my life at minnow.
1852,1845,food,conflict,,,,,My biggest complaint was the un-tasty food although presented well.
1852,1845,,,38,conflict,food,42,My biggest complaint was the un-tasty food although presented well.
3053,1846,ambience,neutral,,,,,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair."
3630,1847,anecdotes/miscellaneous,neutral,,,,,So sorry I can't rate this better.
2070,1848,food,positive,,,,,"Most importantly, food is excellent."
2070,1848,,,18,positive,food,22,"Most importantly, food is excellent."
2788,1849,anecdotes/miscellaneous,positive,,,,,Buon appetito!
2671,1850,ambience,conflict,,,,,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet."
2671,1850,,,6,positive,roofdeck,14,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet."
2671,1850,,,52,negative,music,57,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet."
3618,1851,anecdotes/miscellaneous,positive,,,,,"If we were to move from the upper east side, we would genuinely miss this restaurant."
335,1852,service,positive,,,,,"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing."
335,1852,,,53,positive,manager,60,"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing."
2416,1853,anecdotes/miscellaneous,neutral,,,,,"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late."
